Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,139.190002,139.367004,133.418503,136.313995,136.313995,7156000
2022-01-04,135.649994,137.000000,121.124496,122.185997,122.185997,29443000
2022-01-05,121.349998,122.878998,117.375000,119.000999,119.000999,21152000
2022-01-06,117.244003,119.776001,113.858002,116.892998,116.892998,18043000
2022-01-07,116.900002,118.237000,112.139999,114.447998,114.447998,12887000
2022-01-10,111.700996,113.322998,106.402000,113.116997,113.116997,21126000
2022-01-11,109.699997,116.598000,108.600998,115.731003,115.731003,12626000
2022-01-12,118.515999,119.120003,115.699997,116.875999,116.875999,11329000
2022-01-13,117.000000,117.805000,106.150002,106.435997,106.435997,22801000
2022-01-14,105.300003,111.197998,104.860100,110.291000,110.291000,22203000
2022-01-18,108.721001,108.834000,102.905998,105.466003,105.466003,21871000
2022-01-19,106.820999,112.249001,103.024498,103.095001,103.095001,19601000
2022-01-20,104.997002,108.444000,102.266998,102.394997,102.394997,14176000
2022-01-21,100.469002,101.363998,86.875000,88.211998,88.211998,53351000
2022-01-24,83.400002,96.399002,78.000000,93.848999,93.848999,77556000
2022-01-25,91.000000,93.899002,84.099998,89.238998,89.238998,46759000
2022-01-26,93.700996,95.000000,85.230003,86.891998,86.891998,33160000
2022-01-27,90.469002,90.665001,81.311996,81.575996,81.575996,21541000
2022-01-28,82.502998,87.433998,79.251503,87.223000,87.223000,26570000
2022-01-31,88.190002,96.820999,87.500000,96.424004,96.424004,25004000
2022-02-01,98.430000,98.849998,93.785103,98.419998,98.419998,17521000
2022-02-02,98.349998,98.511002,86.492996,88.587997,88.587997,31831000
2022-02-03,83.000000,85.742203,80.599998,80.944000,80.944000,30260000
2022-02-04,83.000000,89.262199,81.086502,87.599998,87.599998,29425000
2022-02-07,88.155998,90.800003,85.548897,86.689003,86.689003,16540000
2022-02-08,85.900002,88.050003,85.199997,87.800003,87.800003,11550000
2022-02-09,90.518997,92.563004,88.401001,92.497002,92.497002,14855000
2022-02-10,90.000000,93.253998,88.500000,89.334000,89.334000,19135000
2022-02-11,89.214996,90.598999,83.500999,85.400002,85.400002,13525000
2022-02-14,84.637001,87.112999,83.551003,84.745003,84.745003,15799000
