Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,14.550000,15.850000,14.550000,15.160000,15.160000,8170900
2022-01-04,15.010000,15.490000,14.260000,14.990000,14.990000,7998700
2022-01-05,14.620000,14.710000,13.320000,13.370000,13.370000,10875600
2022-01-06,15.440000,16.379999,13.670000,14.430000,14.430000,39233300
2022-01-07,14.430000,15.410000,13.560000,13.800000,13.800000,10496400
2022-01-10,13.430000,13.750000,12.570000,13.010000,13.010000,9094500
2022-01-11,13.020000,13.360000,12.510000,13.120000,13.120000,8080700
2022-01-12,13.840000,13.920000,13.380000,13.820000,13.820000,6068400
2022-01-13,13.960000,16.260000,13.610000,15.100000,15.100000,21837000
2022-01-14,14.920000,15.600000,14.630000,15.460000,15.460000,10247700
2022-01-18,15.140000,15.370000,13.890000,14.060000,14.060000,6818200
2022-01-19,14.090000,14.380000,13.680000,13.700000,13.700000,4571800
2022-01-20,14.050000,14.630000,13.340000,13.430000,13.430000,5840700
2022-01-21,13.250000,13.440000,12.390000,12.960000,12.960000,8397500
2022-01-24,12.600000,14.340000,12.420000,14.040000,14.040000,10853400
2022-01-25,13.700000,15.480000,13.700000,15.050000,15.050000,8945200
2022-01-26,15.120000,15.350000,13.960000,14.150000,14.150000,8180100
2022-01-27,14.610000,14.880000,13.660000,13.830000,13.830000,5292600
2022-01-28,13.760000,16.129999,13.660000,15.530000,15.530000,14807500
2022-01-31,15.300000,17.170000,15.270000,16.240000,16.240000,10899100
2022-02-01,16.100000,18.040001,16.100000,17.080000,17.080000,8990200
2022-02-02,16.950001,17.610001,16.370001,17.040001,17.040001,7176300
2022-02-03,16.600000,16.920000,15.510000,15.880000,15.880000,6428400
2022-02-04,15.970000,16.360001,15.470000,16.190001,16.190001,5884100
2022-02-07,16.190001,16.860001,15.960000,16.270000,16.270000,4081400
2022-02-08,16.350000,16.969999,16.219999,16.650000,16.650000,3348900
2022-02-09,16.740000,17.080000,16.490000,17.010000,17.010000,3283200
2022-02-10,16.830000,17.299999,15.960000,16.100000,16.100000,4880500
2022-02-11,16.280001,16.940001,15.520000,15.690000,15.690000,4595900
2022-02-14,15.680000,16.219999,15.470000,15.530000,15.530000,3159000
2022-02-15,15.710000,16.750000,15.710000,16.660000,16.660000,3952500
2022-02-16,16.549999,16.900000,15.850000,16.110001,16.110001,2714500
2022-02-17,15.990000,16.299999,15.000000,15.070000,15.070000,4752400
2022-02-18,15.000000,15.750000,14.940000,15.010000,15.010000,3141900
2022-02-22,14.780000,15.020000,13.680000,13.690000,13.690000,4843200
2022-02-23,13.760000,14.220000,13.150000,13.160000,13.160000,4067300
2022-02-24,12.680000,15.380000,12.420000,15.370000,15.370000,8092900
2022-02-25,15.290000,16.910000,15.250000,16.170000,16.170000,7459400
2022-02-28,16.000000,16.950001,15.910000,16.889999,16.889999,4184100
