Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,65.680000,66.580002,63.740002,64.870003,64.870003,2738700
2022-01-04,64.459999,64.989998,60.419998,61.619999,61.619999,3666700
2022-01-05,65.910004,66.029999,58.421001,58.490002,58.490002,10433900
2022-01-06,58.500000,68.750000,58.000000,67.059998,67.059998,14914800
2022-01-07,65.654999,73.330002,65.650002,68.519997,68.519997,11708700
2022-01-10,68.500000,69.251999,63.761002,66.620003,66.620003,4532400
2022-01-11,66.019997,70.339996,65.250000,69.379997,69.379997,3062500
2022-01-12,69.419998,71.080002,66.160004,67.620003,67.620003,3155800
2022-01-13,68.143997,74.000000,67.949997,70.830002,70.830002,7896200
2022-01-14,69.089996,70.910004,63.980000,66.580002,66.580002,6028000
2022-01-18,64.949997,64.959999,62.629002,63.759998,63.759998,3170200
2022-01-19,63.730000,66.110001,62.830002,63.200001,63.200001,2423800
2022-01-20,66.800003,67.559998,61.160000,61.419998,61.419998,5184700
2022-01-21,61.400002,63.439999,58.880001,61.599998,61.599998,4297600
2022-01-24,59.779999,62.599998,54.583000,62.490002,62.490002,5782800
2022-01-25,60.880001,62.810001,59.000000,61.200001,61.200001,2921000
2022-01-26,62.977001,64.550003,59.009998,60.180000,60.180000,4028500
2022-01-27,60.220001,61.334999,56.180000,56.560001,56.560001,3143500
2022-01-28,56.560001,56.654999,53.099998,56.540001,56.540001,4484800
2022-01-31,59.154999,65.900002,59.080002,65.129997,65.129997,7371400
2022-02-01,65.150002,68.059998,63.919998,66.879997,66.879997,3534600
2022-02-02,66.254997,67.285004,63.310001,64.000000,64.000000,2538400
2022-02-03,63.000000,63.500000,57.701000,58.009998,58.009998,3818400
2022-02-04,58.910000,59.560001,56.529999,58.680000,58.680000,3078300
2022-02-07,59.000000,61.480000,58.860001,59.279999,59.279999,3074100
2022-02-08,59.000000,59.990002,58.110001,59.900002,59.900002,2077300
2022-02-09,60.529999,63.230000,59.650002,62.669998,62.669998,2507600
2022-02-10,60.498001,64.589996,60.259998,61.490002,61.490002,2205000
2022-02-11,61.200001,62.730000,59.099998,59.869999,59.869999,2048800
2022-02-14,59.009998,60.450001,57.730000,58.130001,58.130001,2153300
2022-02-15,59.400002,62.189999,59.020000,62.000000,62.000000,1864500
2022-02-16,60.189999,61.599998,58.689999,59.689999,59.689999,2171700
2022-02-17,59.145000,59.311001,55.730000,56.209999,56.209999,2698600
